Light:X=446, Y=11, W=622, H=418; Dark:X=436, Y=437, W=637, H=326
1, 508, 56
2, 507, 56
3, 506, 56
4, 506, 59
5, 505, 59
6, 506, 59
7, 505, 59
8, 505, 59
9, 505, 59
10, 505, 60
11, 505, 60
12, 505, 60
13, 505, 61
14, 505, 61
15, 506, 61
16, 504, 62
17, 505, 62
18, 505, 62
19, 505, 63
20, 505, 63
21, 505, 63
22, 505, 62
23, 505, 62
24, 505, 62
25, 504, 63
26, 504, 62
27, 504, 62
28, 504, 62
29, 504, 62
30, 505, 63
31, 505, 63
32, 505, 63
33, 505, 62
34, 504, 61
35, 504, 60
36, 503, 62
37, 503, 63
38, 502, 66
39, 502, 68
40, 501, 69
41, 501, 71
42, 501, 73
43, 501, 76
44, 501, 80
45, 498, 86
46, 497, 90
47, 496, 92
48, 494, 92
49, 493, 93
50, 494, 95
51, 493, 97
52, 490, 106
53, 488, 111
54, 483, 118
55, 482, 123
56, 482, 126
57, 483, 126
58, 483, 128
59, 478, 130
60, 478, 126
61, 478, 124
62, 477, 122
63, 477, 121
64, 478, 120
65, 477, 118
66, 477, 117
67, 478, 114
68, 478, 112
69, 481, 108
70, 481, 105
71, 483, 105
72, 484, 101
73, 485, 97
74, 484, 94
75, 485, 93
76, 487, 92
77, 487, 91
78, 488, 89
79, 489, 88
80, 489, 86
81, 490, 85
82, 490, 84
83, 490, 83
84, 490, 83
85, 491, 83
86, 491, 82
87, 491, 81
88, 492, 81
89, 492, 81
90, 492, 81
91, 492, 80
92, 492, 80
93, 492, 80
94, 491, 81
95, 492, 81
96, 492, 81
97, 492, 81
98, 492, 80
99, 492, 80
100, 492, 80
101, 492, 80
102, 492, 80
103, 493, 80
104, 492, 80
105, 492, 80
106, 493, 80
107, 493, 80
108, 492, 80
109, 492, 80
110, 492, 80
111, 492, 80
112, 492, 80
113, 492, 80
114, 491, 82
115, 490, 82
116, 490, 82
117, 490, 81
118, 489, 79
119, 489, 78
120, 488, 75
121, 488, 74
122, 489, 72
123, 490, 69
124, 490, 66
125, 491, 66
126, 491, 65
127, 491, 65
128, 491, 65
129, 492, 65
130, 492, 65
131, 492, 64
132, 492, 64
133, 493, 64
134, 492, 64
135, 493, 65
136, 492, 66
137, 492, 66
138, 492, 66
139, 493, 66
140, 494, 65
141, 494, 65
142, 495, 65
143, 496, 65
144, 498, 64
145, 499, 64
146, 501, 64
147, 502, 63
148, 504, 62
149, 506, 61
150, 508, 61
151, 511, 62
152, 514, 62
153, 516, 60
154, 517, 60
155, 516, 60
156, 516, 60
157, 515, 60
158, 514, 59
159, 514, 59
160, 514, 58
161, 514, 58
162, 515, 58
163, 514, 58
164, 514, 58
165, 514, 59
166, 515, 59
167, 514, 59
168, 514, 59
169, 514, 59
170, 515, 59
171, 515, 59
172, 515, 59
173, 515, 59
174, 515, 59
175, 515, 59
176, 514, 59
177, 514, 59
178, 514, 59
179, 514, 58
180, 514, 58
181, 515, 58
182, 516, 56
183, 519, 54
184, 522, 53
185, 527, 50
186, 528, 49
187, 530, 49
188, 531, 49
189, 532, 48
190, 534, 48
191, 535, 47
192, 543, 47
193, 546, 46
194, 549, 46
195, 551, 45
196, 553, 45
197, 553, 45
198, 553, 45
199, 552, 45
200, 552, 45
201, 552, 45
202, 549, 46
203, 546, 48
204, 538, 49
205, 531, 51
206, 525, 53
207, 519, 55
208, 515, 56
209, 512, 57
210, 510, 59
211, 510, 62
212, 510, 64
213, 510, 64
214, 507, 64
215, 505, 64
216, 503, 64
217, 503, 64
218, 503, 66
219, 501, 70
220, 499, 70
221, 497, 73
222, 495, 75
223, 495, 76
224, 492, 79
225, 492, 79
226, 492, 79
227, 493, 78
228, 493, 76
229, 493, 76
230, 496, 74
231, 496, 73
232, 496, 74
233, 496, 74
234, 493, 74
235, 496, 73
236, 496, 73
237, 496, 73
238, 496, 72
239, 497, 71
240, 497, 69
241, 497, 67
242, 497, 66
243, 497, 65
244, 494, 66
245, 494, 66
246, 494, 67
247, 493, 67
248, 493, 67
249, 493, 67
250, 492, 66
251, 492, 65
252, 492, 66
253, 493, 66
254, 493, 66
255, 493, 66
256, 493, 66
257, 493, 65
258, 492, 65
259, 491, 64
260, 491, 64
261, 490, 63
262, 489, 63
263, 489, 62
264, 487, 61
265, 487, 60
266, 487, 59
267, 486, 57
268, 486, 56
269, 485, 55
270, 485, 54
271, 484, 54
272, 484, 53
273, 483, 53
274, 483, 53
275, 483, 53
276, 483, 53
277, 483, 53
278, 483, 53
279, 483, 53
280, 483, 53
281, 484, 52
282, 484, 52
283, 484, 52
284, 485, 53
285, 485, 52
286, 485, 52
287, 485, 52
288, 485, 51
289, 485, 50
290, 484, 50
291, 484, 49
292, 486, 50
293, 486, 51
294, 487, 51
295, 489, 51
296, 489, 50
297, 491, 49
298, 492, 49
299, 494, 50
300, 495, 50
301, 498, 50
302, 500, 50
303, 501, 50
304, 502, 49
305, 501, 49
306, 502, 50
307, 503, 51
308, 504, 53
309, 505, 53
310, 505, 54
311, 506, 55
312, 506, 55
313, 507, 55
314, 507, 55
315, 507, 56
316, 508, 55
317, 508, 55
318, 508, 55
319, 509, 55
320, 510, 54
321, 512, 52
322, 513, 52
323, 513, 52
324, 513, 51
325, 513, 51
326, 513, 51
327, 513, 51
328, 513, 50
329, 513, 50
330, 512, 50
331, 512, 50
332, 512, 50
333, 511, 50
334, 511, 50
335, 511, 50
336, 511, 50
337, 511, 51
338, 510, 51
339, 510, 52
340, 511, 52
341, 511, 54
342, 511, 57
343, 511, 59
344, 512, 61
345, 512, 62
346, 513, 63
347, 512, 65
348, 512, 67
349, 511, 68
350, 511, 70
351, 510, 71
352, 510, 72
353, 510, 73
354, 510, 74
355, 510, 74
356, 511, 75
357, 511, 75
358, 511, 75
359, 511, 75
360, 511, 75
361, 512, 75
362, 511, 75
363, 511, 74
364, 511, 75
365, 512, 75
366, 511, 74
367, 511, 74
368, 511, 75
369, 511, 75
370, 511, 75
371, 511, 75
372, 511, 73
373, 510, 71
374, 509, 69
375, 506, 68
376, 506, 69
377, 504, 69
378, 503, 70
379, 502, 74
380, 500, 79
381, 498, 83
382, 495, 88
383, 486, 102
384, 485, 109
385, 486, 115
386, 485, 119
387, 483, 122
388, 482, 126
389, 481, 128
390, 478, 132
391, 476, 134
392, 475, 136
393, 475, 137
394, 476, 135
395, 476, 132
396, 476, 131
397, 477, 132
398, 477, 132
399, 477, 132
400, 477, 133
401, 476, 132
402, 476, 132
403, 476, 132
404, 476, 132
405, 477, 132
406, 476, 132
407, 476, 132
408, 476, 132
409, 476, 132
410, 476, 132
411, 476, 132
412, 476, 132
413, 476, 132
414, 477, 133
415, 476, 132
416, 476, 130
417, 476, 128
418, 476, 128
419, 476, 129
420, 475, 132
421, 475, 133
422, 475, 133
423, 475, 132
424, 475, 132
425, 475, 132
426, 477, 133
427, 476, 136
428, 477, 136
429, 476, 136
430, 476, 136
431, 477, 138
432, 476, 137
433, 476, 137
434, 477, 136
435, 475, 137
436, 476, 138
437, 476, 139
438, 477, 138
439, 477, 137
440, 477, 133
441, 477, 132
442, 477, 131
443, 477, 130
444, 478, 130
445, 478, 128
446, 478, 128
447, 478, 128
448, 479, 130
449, 478, 129
450, 478, 129
451, 479, 130
452, 480, 124
453, 480, 123
454, 480, 124
455, 479, 124
456, 480, 126
457, 480, 126
458, 482, 128
459, 482, 134
460, 483, 137
461, 483, 141
462, 484, 145
463, 486, 150
464, 489, 155
465, 493, 167
466, 493, 173
467, 491, 179
468, 490, 188
469, 492, 196
470, 495, 205
471, 496, 214
472, 502, 233
473, 502, 243
474, 502, 253
475, 503, 264
476, 506, 274
477, 508, 283
478, 514, 299
479, 518, 306
480, 522, 312
481, 524, 320
482, 527, 330
483, 528, 338
484, 531, 347
485, 536, 363
486, 538, 367
487, 539, 370
488, 540, 375
489, 544, 379
490, 546, 381
491, 546, 383
492, 546, 384
493, 544, 384
494, 544, 383
495, 543, 382
496, 541, 381
497, 540, 380
498, 538, 378
499, 536, 378
500, 535, 379
501, 535, 380
502, 534, 382
503, 533, 384
504, 532, 385
505, 531, 386
506, 528, 389
507, 527, 389
508, 525, 390
509, 524, 391
510, 523, 392
511, 523, 392
512, 522, 392
513, 522, 392
514, 522, 393
515, 523, 392
516, 523, 392
517, 524, 392
518, 524, 392
519, 524, 392
520, 524, 393
521, 523, 394
522, 524, 393
523, 523, 393
524, 525, 392
525, 526, 391
526, 526, 389
527, 521, 389
528, 522, 388
529, 522, 387
530, 522, 388
531, 520, 388
532, 520, 389
533, 520, 389
534, 520, 389
535, 520, 389
536, 520, 389
537, 519, 389
538, 519, 389
539, 519, 389
540, 519, 389
541, 519, 389
542, 520, 389
543, 521, 388
544, 520, 389
545, 521, 388
546, 521, 388
547, 522, 387
548, 523, 387
549, 528, 385
550, 531, 385
551, 532, 384
552, 532, 383
553, 533, 381
554, 534, 380
555, 534, 379
556, 534, 381
557, 534, 383
558, 536, 385
559, 537, 386
560, 537, 387
561, 540, 390
562, 543, 392
563, 545, 394
564, 551, 396
565, 555, 398
566, 558, 401
567, 564, 403
568, 571, 405
569, 589, 407
570, 596, 407
571, 605, 408
572, 609, 408
573, 621, 409
574, 628, 410
575, 646, 411
576, 656, 411
577, 664, 412
578, 668, 411
579, 679, 411
580, 689, 411
581, 695, 412
582, 704, 413
583, 709, 414
584, 711, 414
585, 714, 413
586, 715, 412
587, 701, 408
588, 697, 408
589, 714, 411
590, 715, 411
591, 714, 411
592, 714, 411
593, 715, 411
594, 717, 411
595, 723, 413
596, 768, 481
597, 768, 484
598, 770, 487
599, 770, 490
600, 771, 492
601, 771, 499
602, 770, 501
603, 769, 504
604, 769, 509
605, 769, 513
606, 770, 516
607, 771, 519
608, 774, 533
609, 777, 540
610, 777, 543
611, 777, 549
612, 778, 560
613, 779, 570
614, 779, 576
615, 779, 579
616, 780, 583
617, 781, 591
618, 781, 596
619, 782, 600
620, 786, 609
621, 786, 612
622, 785, 612
623, 784, 610
624, 781, 613
625, 779, 612
626, 778, 611
627, 775, 610
628, 773, 610
629, 770, 612
630, 768, 613
631, 763, 616
632, 761, 617
633, 757, 621
634, 755, 624
635, 754, 626
636, 753, 627
637, 752, 628
638, 750, 629
639, 745, 633
640, 741, 634
641, 735, 634
642, 730, 635
643, 724, 637
644, 719, 639
645, 715, 640
646, 704, 645
647, 699, 646
648, 695, 648
649, 691, 651
650, 687, 654
651, 681, 656
652, 676, 659
653, 672, 661
654, 668, 662
655, 666, 663
656, 663, 665
657, 659, 666
658, 656, 668
659, 652, 670
660, 650, 673
661, 644, 679
662, 642, 682
663, 638, 685
664, 637, 686
665, 636, 687
666, 639, 686
667, 638, 686
668, 633, 689
669, 623, 695
670, 624, 695
671, 618, 697
672, 613, 697
673, 610, 696
674, 607, 696
675, 597, 699
676, 592, 699
677, 588, 700
678, 586, 701
679, 584, 701
680, 582, 701
681, 579, 700
682, 575, 701
683, 565, 703
684, 561, 703
685, 558, 700
686, 554, 698
687, 552, 697
688, 546, 692
689, 548, 691
690, 549, 691
691, 555, 694
692, 556, 693
693, 556, 692
694, 555, 691
695, 554, 690
696, 551, 688
697, 550, 688
698, 549, 687
699, 548, 685
700, 548, 685
701, 549, 685
702, 551, 686
703, 553, 687
704, 554, 689
705, 554, 689
706, 555, 689
707, 555, 688
708, 556, 686
709, 555, 684
710, 555, 680
711, 556, 675
712, 557, 664
713, 555, 657
714, 554, 639
715, 552, 641
716, 553, 636
717, 556, 629
718, 555, 624
719, 554, 620
720, 553, 617
721, 553, 614
722, 553, 610
723, 554, 605
724, 553, 592
725, 553, 585
726, 553, 577
727, 553, 569
728, 553, 556
729, 555, 548
730, 556, 541
731, 558, 530
732, 557, 529
733, 557, 533
734, 556, 537
735, 555, 539
736, 555, 540
737, 556, 540
738, 562, 529
739, 562, 540
740, 564, 541
741, 567, 540
742, 570, 539
743, 572, 537
744, 575, 536
745, 583, 535
746, 591, 534
747, 601, 533
748, 609, 531
749, 616, 529
750, 623, 527
751, 632, 524
752, 647, 521
753, 653, 521
754, 659, 521
755, 664, 520
756, 670, 517
757, 676, 515
758, 686, 514
759, 691, 514
760, 694, 512
761, 699, 511
762, 704, 508
763, 709, 507
764, 720, 501
765, 726, 499
766, 733, 497
767, 740, 494
768, 746, 492
769, 749, 492
770, 753, 493
771, 754, 493
772, 753, 493
773, 752, 494
774, 752, 494
775, 754, 494
776, 755, 494
777, 757, 494
778, 760, 494
779, 761, 494
780, 761, 494
781, 763, 494
782, 765, 493
783, 766, 493
784, 768, 492
785, 770, 492
786, 769, 492
787, 767, 492
788, 764, 493
789, 761, 494
790, 758, 495
791, 756, 496
792, 756, 496
793, 757, 496
794, 757, 496
795, 756, 496
796, 752, 496
797, 757, 493
798, 752, 492
799, 736, 494
800, 738, 496
801, 739, 498
802, 739, 501
803, 739, 504
804, 740, 507
805, 743, 511
806, 751, 519
807, 756, 523
808, 762, 528
809, 768, 534
810, 774, 539
811, 780, 544
812, 787, 549
813, 790, 552
814, 802, 565
815, 805, 570
816, 807, 574
817, 808, 577
818, 812, 580
819, 821, 586
820, 828, 591
821, 835, 594
822, 841, 598
823, 845, 601
824, 849, 604
825, 853, 608
826, 854, 611
827, 855, 612
828, 853, 611
829, 851, 609
830, 852, 609
831, 852, 609
832, 852, 609
833, 853, 610
834, 853, 610
835, 855, 612
836, 856, 614
837, 855, 614
838, 850, 611
839, 847, 610
840, 838, 605
841, 835, 605
842, 832, 606
843, 829, 608
844, 826, 609
845, 820, 613
846, 818, 617
847, 815, 621
848, 813, 624
849, 809, 630
850, 807, 634
851, 798, 646
852, 792, 651
853, 785, 655
854, 779, 659
855, 776, 664
856, 771, 669
857, 767, 673
858, 757, 684
859, 754, 688
860, 752, 689
861, 748, 691
862, 744, 690
863, 741, 688
864, 739, 683
865, 734, 682
866, 729, 683
867, 722, 684
868, 704, 688
869, 694, 689
870, 685, 689
871, 674, 689
872, 653, 686
873, 645, 685
874, 638, 685
875, 633, 686
876, 625, 686
877, 616, 686
878, 600, 688
879, 593, 687
880, 584, 687
881, 574, 687
882, 565, 685
883, 556, 684
884, 550, 685
885, 541, 685
886, 536, 686
887, 538, 687
888, 537, 687
889, 537, 687
890, 536, 688
891, 535, 689
892, 533, 689
893, 529, 691
894, 528, 693
895, 527, 693
896, 527, 693
897, 528, 693
898, 531, 693
899, 534, 692
900, 539, 691
901, 543, 691
902, 545, 691
903, 534, 684
904, 539, 684
905, 538, 679
906, 537, 673
907, 533, 666
908, 528, 659
909, 517, 645
910, 512, 638
911, 508, 635
912, 501, 626
913, 499, 621
914, 498, 617
915, 501, 615
916, 503, 611
917, 502, 605
918, 501, 594
919, 500, 590
920, 499, 585
921, 498, 582
922, 494, 575
923, 491, 571
924, 489, 569
925, 489, 567
926, 490, 564
927, 492, 562
928, 495, 560
929, 496, 556
930, 496, 552
931, 496, 546
932, 496, 541
933, 495, 535
934, 496, 529
935, 496, 525
936, 497, 525
937, 497, 527
938, 498, 526
939, 501, 524
940, 506, 518
941, 507, 519
942, 498, 507
943, 497, 508
944, 498, 510
945, 506, 521
946, 507, 524
947, 507, 525
948, 506, 526
949, 508, 531
950, 508, 533
951, 507, 535
952, 506, 536
953, 505, 537
954, 505, 537
955, 504, 539
956, 503, 542
957, 502, 544
958, 501, 546
959, 500, 547
960, 500, 548
961, 500, 550
962, 502, 550
963, 503, 550
964, 503, 554
965, 501, 555
966, 501, 557
967, 503, 558
968, 505, 560
969, 506, 563
970, 507, 564
971, 509, 563
972, 513, 567
973, 516, 566
974, 514, 565
975, 510, 568
976, 509, 571
977, 508, 573
978, 507, 575
979, 506, 577
980, 504, 580
981, 502, 584
982, 499, 596
983, 498, 606
984, 496, 617
985, 495, 628
986, 493, 639
987, 491, 648
988, 490, 655
989, 491, 668
990, 491, 671
991, 492, 671
992, 492, 672
993, 492, 673
994, 493, 674
995, 492, 675
996, 489, 675
997, 489, 677
998, 489, 682
999, 490, 684
1000, 490, 686
1001, 488, 689
1002, 488, 692
1003, 487, 694
1004, 486, 696
1005, 486, 698
1006, 485, 699
1007, 485, 701
1008, 480, 716
1009, 480, 716
1010, 479, 717
1011, 479, 716
1012, 478, 716
1013, 484, 701
1014, 485, 698
1015, 486, 690
1016, 486, 688
1017, 487, 685
1018, 487, 683
1019, 488, 681
1020, 487, 680
1021, 487, 678
1022, 491, 669
1023, 489, 667
1024, 479, 674
1025, 479, 673
1026, 476, 675
1027, 476, 675
1028, 476, 674
1029, 487, 667
1030, 488, 666
1031, 493, 660
1032, 493, 660
1033, 497, 655
1034, 497, 652
1035, 502, 650
1036, 505, 649
1037, 509, 646
1038, 512, 642
1039, 517, 638
1040, 518, 637
1041, 517, 636
1042, 516, 638
1043, 514, 640
1044, 513, 642
1045, 513, 645
1046, 513, 648
1047, 513, 650
1048, 513, 653
1049, 516, 658
1050, 517, 663
1051, 520, 667
1052, 528, 676
1053, 534, 682
1054, 538, 687
1055, 540, 690
1056, 540, 690
1057, 542, 691
1058, 545, 695
1059, 550, 698
1060, 564, 696
1061, 574, 696
1062, 581, 697
1063, 590, 698
1064, 599, 699
1065, 609, 702
1066, 618, 706
1067, 627, 707
1068, 645, 707
1069, 654, 707
1070, 661, 708
1071, 670, 710
1072, 679, 711
1073, 687, 714
1074, 695, 716
1075, 703, 717
1076, 722, 717
1077, 737, 717
1078, 747, 717
1079, 769, 717
1080, 774, 718
1081, 784, 719
1082, 794, 719
1083, 801, 719
1084, 809, 718
1085, 815, 716
1086, 828, 716
1087, 833, 717
1088, 849, 722
1089, 856, 724
1090, 861, 725
1091, 860, 724
1092, 864, 724
1093, 871, 723
1094, 883, 720
1095, 892, 720
1096, 899, 720
1097, 906, 720
1098, 912, 720
1099, 920, 720
1100, 935, 723
1101, 942, 724
1102, 948, 723
