48.24, 1294, 1245.86, 11.00, 38, 34, 0.00, 10.51, 18.00
65.78, 864, 1591.76, 10.00, 22, 59, 0.00, 11.08, 24.32
65.93, 920, 1645.48, 6.00, 18, 48, 0.00, 9.67, 25.58
65.38, 897, 1586.03, 6.00, 24, 54, 0.00, 9.21, 26.91
70.34, 766, 1524.30, 6.00, 21, 89, 0.00, 7.90, 27.50
75.56, 615, 1621.54, 3.00, 17, 91, 0.00, 7.23, 32.90
64.48, 823, 1418.48, 4.00, 28, 72, 0.00, 19.06, 30.86
69.54, 658, 1386.45, 3.00, 26, 106, 0.00, 20.78, 36.28
74.23, 547, 1424.07, 4.00, 19, 117, 0.00, 24.18, 46.48
74.88, 537, 1592.27, 3.00, 18, 91, 0.00, 24.18, 45.91
73.20, 560, 1543.44, 7.00, 22, 90, 0.00, 9.02, 41.63
75.47, 518, 1478.75, 7.00, 22, 109, 0.00, 10.66, 26.71
75.61, 518, 1365.24, 7.00, 22, 123, 0.00, 10.66, 36.88
81.23, 394, 1313.61, 5.00, 18, 158, 0.00, 11.53, 58.59
81.33, 394, 1040.25, 5.00, 18, 192, 0.00, 11.53, 82.38
91.06, 166, 1243.31, 1.00, 11, 202, 0.00, 0.00, 0.00
