49.24, 1701, 1563.32, 20.00, 19, 21, 0.00, 8.65, 6.36
55.47, 1403, 1597.21, 19.00, 17, 33, 0.00, 8.94, 7.88
56.81, 1266, 1476.28, 16.00, 22, 45, 0.00, 9.19, 11.68
58.91, 1149, 1462.18, 18.00, 21, 50, 0.00, 8.85, 11.33
57.76, 1119, 1420.91, 17.00, 26, 50, 0.00, 9.75, 11.55
57.63, 1127, 1475.10, 17.00, 25, 45, 0.00, 10.82, 11.36
57.73, 1099, 1422.67, 15.00, 28, 58, 0.00, 11.22, 12.28
60.31, 908, 1418.82, 13.00, 34, 68, 0.00, 11.14, 14.46
61.43, 841, 1397.86, 14.00, 35, 70, 0.00, 10.98, 14.43
67.59, 664, 1514.75, 19.00, 31, 80, 0.00, 9.58, 13.63
60.57, 824, 1341.98, 17.00, 38, 75, 0.00, 10.35, 14.40
54.49, 979, 1233.63, 17.00, 44, 66, 0.00, 10.68, 11.36
56.57, 975, 1274.68, 17.00, 39, 76, 0.00, 11.42, 11.89
59.83, 926, 1185.45, 14.00, 36, 98, 0.00, 8.57, 16.93
69.83, 660, 1361.43, 14.00, 29, 123, 0.00, 8.57, 23.06
67.23, 671, 1251.94, 13.00, 37, 125, 0.00, 8.72, 25.92
69.26, 629, 1278.82, 13.00, 34, 121, 0.00, 8.93, 25.60
69.02, 710, 1254.76, 13.00, 27, 116, 0.00, 8.62, 25.34
71.02, 688, 1254.59, 11.00, 25, 116, 0.00, 10.36, 26.77
69.83, 715, 1277.15, 7.00, 26, 110, 0.00, 10.14, 29.64
76.78, 544, 1479.02, 9.00, 21, 114, 0.00, 9.43, 26.92
78.02, 494, 1527.47, 8.00, 22, 114, 0.00, 8.36, 27.64
75.38, 579, 1534.90, 8.00, 27, 97, 0.00, 10.43, 11.99
75.38, 579, 1627.48, 8.00, 27, 79, 0.00, 10.43, 15.20
72.09, 630, 1575.20, 9.00, 33, 65, 0.00, 9.84, 15.68
77.14, 552, 1623.55, 8.00, 24, 82, 0.00, 10.20, 17.55
77.28, 550, 1624.09, 6.00, 24, 80, 0.00, 10.37, 23.11
78.84, 465, 1667.35, 10.00, 27, 82, 0.00, 8.31, 24.98
77.19, 454, 1599.27, 9.00, 28, 86, 0.00, 8.36, 25.69
72.07, 582, 1443.68, 11.00, 28, 84, 0.00, 9.85, 24.90
66.24, 730, 1268.84, 9.00, 30, 81, 0.00, 10.40, 26.65
