51.99, 1212, 1553.97, 8.00, 31, 15, 0.00, 6.15, 10.69
52.20, 1242, 1469.79, 9.00, 28, 22, 0.00, 7.22, 9.91
40.80, 1383, 1156.88, 8.00, 43, 19, 0.00, 7.11, 6.85
45.23, 1248, 1250.49, 9.00, 43, 23, 0.00, 7.80, 10.73
47.43, 1153, 1292.81, 9.00, 43, 29, 0.00, 6.94, 10.86
39.50, 1287, 1008.28, 7.00, 55, 28, 0.00, 13.65, 12.25
38.76, 1312, 987.86, 6.00, 56, 28, 0.00, 15.25, 13.18
46.36, 1178, 1184.35, 7.00, 48, 33, 0.00, 16.06, 12.12
32.87, 1360, 864.08, 5.00, 76, 23, 0.00, 25.15, 9.31
35.24, 1328, 875.51, 6.00, 74, 26, 0.00, 28.73, 8.30
39.56, 1269, 954.54, 7.00, 64, 34, 0.00, 26.82, 10.21
43.89, 1154, 1096.90, 7.00, 60, 34, 0.00, 26.92, 8.26
44.86, 1168, 1072.97, 6.00, 54, 39, 0.00, 15.73, 10.65
50.41, 1136, 1199.11, 6.00, 40, 44, 0.00, 16.89, 15.25
45.90, 1245, 1113.10, 4.00, 47, 41, 0.00, 28.59, 13.88
46.51, 1154, 1157.97, 5.00, 56, 36, 0.00, 27.37, 17.25
