56.33, 1899, 2457.34, 23.00, 68, 137, 0.00, 11.51, 22.15
57.47, 1834, 2491.86, 22.00, 64, 138, 0.00, 11.45, 22.44
59.14, 1728, 2521.20, 21.00, 63, 141, 0.00, 11.97, 23.18
58.69, 1742, 2465.62, 19.00, 65, 142, 0.00, 11.91, 23.98
57.93, 1767, 2465.37, 18.00, 64, 136, 0.00, 11.60, 24.35
57.86, 1726, 2397.36, 19.00, 67, 140, 0.00, 12.21, 23.62
58.77, 1659, 2619.77, 18.00, 67, 125, 0.00, 12.43, 24.68
55.96, 1738, 2448.51, 16.00, 75, 123, 0.00, 13.06, 26.17
55.84, 1770, 2438.32, 15.00, 75, 122, 0.00, 15.36, 26.63
57.52, 1643, 2492.57, 14.00, 73, 126, 0.00, 14.90, 27.50
58.83, 1612, 2542.33, 13.00, 70, 131, 0.00, 15.41, 28.20
58.77, 1573, 2517.72, 14.00, 73, 133, 0.00, 10.99, 27.31
58.77, 1493, 2517.72, 14.00, 77, 133, 0.00, 11.75, 27.31
60.91, 1433, 2570.61, 12.00, 74, 137, 0.00, 13.19, 11.77
57.14, 1542, 2446.41, 12.00, 86, 120, 0.00, 12.69, 12.23
51.58, 1698, 2308.28, 12.00, 99, 93, 0.00, 15.40, 12.23
48.42, 1785, 2288.93, 13.00, 104, 67, 0.00, 18.36, 11.86
50.27, 1699, 2332.75, 13.00, 101, 74, 0.00, 19.06, 13.36
53.17, 1574, 2299.24, 11.00, 98, 99, 0.00, 19.48, 19.56
55.84, 1448, 2188.23, 10.00, 95, 127, 0.00, 20.24, 28.09
56.28, 1438, 2073.80, 9.00, 94, 151, 0.00, 19.96, 37.10
59.53, 1283, 2043.35, 8.00, 90, 179, 0.00, 20.39, 47.97
62.98, 1137, 2028.34, 7.00, 85, 207, 0.00, 22.03, 60.18
