43.18, 1624, 1555.16, 15.00, 27, 16, 0.00, 7.45, 6.88
43.96, 1510, 1532.24, 14.00, 29, 18, 0.00, 7.67, 7.04
41.54, 1523, 1449.39, 13.00, 35, 16, 0.00, 9.33, 7.18
45.84, 1398, 1540.20, 11.00, 30, 17, 0.00, 9.32, 7.85
49.86, 1293, 1598.61, 11.00, 28, 21, 0.00, 10.58, 8.42
45.53, 1426, 1423.21, 11.00, 29, 19, 0.00, 10.46, 8.67
48.36, 1330, 1493.76, 9.00, 31, 20, 0.00, 10.90, 7.57
49.01, 1301, 1527.49, 9.00, 34, 18, 0.00, 11.30, 6.07
46.97, 1326, 1468.43, 11.00, 37, 17, 0.00, 12.03, 6.66
44.59, 1383, 1383.39, 9.00, 39, 16, 0.00, 10.80, 5.25
42.94, 1419, 1340.69, 8.00, 37, 14, 0.00, 15.92, 5.49
42.40, 1411, 1272.72, 8.00, 39, 18, 0.00, 20.93, 4.99
44.14, 1402, 1310.71, 8.00, 35, 22, 0.00, 19.71, 6.23
41.99, 1425, 1190.25, 8.00, 37, 22, 0.00, 19.14, 6.22
35.82, 1599, 1056.10, 8.00, 40, 17, 0.00, 19.12, 5.62
39.69, 1458, 1163.89, 8.00, 40, 20, 0.00, 18.56, 5.46
40.36, 1445, 1192.37, 9.00, 40, 21, 0.00, 19.17, 5.21
44.51, 1377, 1241.55, 8.00, 34, 31, 0.00, 20.47, 12.14
41.64, 1462, 1131.69, 7.00, 36, 31, 0.00, 19.08, 13.92
47.59, 1299, 1269.88, 8.00, 33, 37, 0.00, 9.65, 11.87
47.59, 1260, 1269.88, 8.00, 39, 37, 0.00, 10.26, 11.87
49.20, 1260, 1325.38, 8.00, 33, 38, 0.00, 10.04, 11.74
43.97, 1304, 1191.86, 7.00, 43, 33, 0.00, 12.12, 11.92
40.43, 1400, 1121.04, 7.00, 50, 32, 0.00, 18.17, 12.73
41.30, 1396, 1125.28, 7.00, 52, 34, 0.00, 18.48, 12.74
41.07, 1417, 1143.99, 7.00, 50, 31, 0.00, 19.70, 12.36
39.57, 1481, 1097.21, 7.00, 49, 31, 0.00, 18.51, 3.61
29.57, 1742, 848.23, 7.00, 56, 20, 0.00, 18.67, 3.61
35.36, 1575, 1122.68, 13.00, 52, 20, 0.00, 20.26, 6.26
30.86, 1702, 1025.71, 13.00, 53, 14, 0.00, 20.15, 6.29
34.00, 1618, 1085.76, 14.00, 48, 18, 0.00, 19.43, 6.27
