39.67, 572, 588.72, 9.00, 14, 5, 0.00, 4.40, 3.47
40.31, 526, 610.08, 9.00, 17, 5, 0.00, 5.12, 3.41
33.47, 561, 461.18, 9.00, 22, 5, 0.00, 6.94, 3.64
28.31, 603, 370.29, 9.00, 27, 4, 0.00, 8.43, 3.79
29.36, 533, 382.70, 9.00, 33, 4, 0.00, 8.48, 4.17
27.56, 499, 296.88, 8.00, 41, 6, 0.00, 12.77, 4.90
32.58, 473, 388.67, 6.00, 36, 6, 0.00, 12.04, 7.32
38.44, 405, 471.35, 6.00, 32, 7, 0.00, 12.06, 6.56
42.06, 409, 492.37, 8.00, 26, 8, 0.00, 6.39, 6.26
41.00, 464, 508.29, 8.00, 19, 8, 0.00, 9.39, 4.19
42.19, 446, 504.86, 7.00, 21, 8, 0.00, 9.17, 7.00
43.36, 471, 505.92, 6.00, 18, 8, 0.00, 9.68, 6.80
29.42, 595, 350.32, 4.00, 23, 5, 0.00, 9.27, 7.61
45.03, 479, 519.62, 5.00, 17, 7, 0.00, 12.54, 9.26
51.06, 389, 587.99, 10.00, 14, 8, 0.00, 10.10, 7.19
49.28, 376, 571.97, 9.00, 15, 8, 0.00, 5.57, 7.78
64.64, 258, 737.75, 9.00, 9, 12, 0.00, 5.71, 8.54
49.92, 402, 542.06, 9.00, 10, 10, 0.00, 6.92, 5.65
48.72, 425, 510.77, 6.00, 12, 14, 0.00, 6.92, 7.63
51.31, 397, 549.64, 6.00, 14, 14, 0.00, 6.26, 7.80
38.50, 479, 424.83, 6.00, 19, 10, 0.00, 13.52, 6.92
45.53, 378, 516.40, 5.00, 21, 8, 0.00, 13.00, 5.78
35.72, 461, 407.04, 5.00, 24, 5, 0.00, 13.63, 6.01
37.33, 481, 373.10, 5.00, 23, 10, 0.00, 12.33, 6.45
44.97, 404, 445.17, 4.00, 21, 11, 0.00, 11.22, 11.22
49.36, 395, 492.31, 4.00, 20, 13, 0.00, 11.89, 12.56
47.22, 423, 489.20, 2.00, 22, 11, 0.00, 2.82, 1.07
51.47, 387, 551.94, 3.00, 18, 10, 0.00, 14.44, 9.04
45.44, 427, 466.67, 7.00, 22, 10, 0.00, 12.00, 9.83
34.17, 497, 370.03, 8.00, 28, 7, 0.00, 11.34, 6.14
38.11, 490, 402.25, 9.00, 26, 9, 0.00, 13.02, 5.83
38.00, 475, 331.66, 7.00, 29, 16, 0.00, 12.68, 10.00
50.28, 387, 442.88, 4.00, 22, 22, 0.00, 15.21, 10.56
63.56, 298, 526.49, 3.00, 15, 27, 0.00, 4.71, 3.72
59.97, 287, 489.18, 3.00, 19, 25, 0.00, 8.52, 10.45
49.81, 310, 438.09, 4.00, 26, 17, 0.00, 8.98, 9.28
40.22, 361, 354.16, 8.00, 33, 13, 0.00, 11.51, 8.49
