37.06, 1319, 988.94, 13.00, 50, 22, 0.00, 11.68, 5.50
37.29, 1280, 952.45, 11.00, 52, 26, 0.00, 12.72, 6.75
35.52, 1395, 872.92, 9.00, 54, 27, 0.00, 12.00, 8.38
37.46, 1320, 884.82, 9.00, 60, 32, 0.00, 12.80, 8.81
41.58, 1244, 950.28, 9.00, 53, 40, 0.00, 12.71, 9.87
33.71, 1486, 767.49, 8.00, 56, 30, 0.00, 19.73, 9.46
42.09, 1331, 869.05, 8.00, 47, 46, 0.00, 19.91, 13.15
39.60, 1371, 802.67, 9.00, 44, 44, 0.00, 22.55, 13.30
47.72, 1108, 967.53, 7.00, 43, 55, 0.00, 22.99, 17.43
48.53, 1169, 974.09, 7.00, 42, 57, 0.00, 19.71, 16.82
54.42, 949, 1118.78, 7.00, 42, 60, 0.00, 18.89, 17.07
55.86, 938, 1118.90, 5.00, 41, 61, 0.00, 19.00, 18.75
60.58, 769, 1178.07, 4.00, 45, 71, 0.00, 16.03, 14.87
61.56, 770, 1206.98, 5.00, 44, 71, 0.00, 16.58, 13.22
59.34, 757, 1098.72, 4.00, 50, 74, 0.00, 12.30, 14.11
69.83, 570, 1034.75, 3.00, 38, 122, 0.00, 14.18, 23.77
