66.80, 1257, 1650.06, 11.00, 10, 53, 0.00, 4.27, 10.08
73.13, 940, 1694.37, 9.00, 10, 70, 0.00, 3.24, 14.48
72.40, 833, 1601.90, 8.00, 15, 78, 0.00, 3.47, 15.38
76.84, 719, 1662.24, 8.00, 11, 86, 0.00, 5.42, 13.74
84.77, 492, 1660.42, 6.00, 8, 108, 0.00, 6.31, 18.17
84.03, 513, 1676.92, 5.00, 9, 109, 0.00, 6.39, 21.77
77.10, 655, 1482.92, 5.00, 18, 97, 0.00, 6.99, 20.83
79.60, 588, 1566.55, 6.00, 16, 93, 0.00, 5.91, 22.15
78.54, 551, 1394.39, 5.00, 20, 108, 0.00, 5.09, 10.54
78.54, 551, 1275.04, 5.00, 20, 134, 0.00, 5.09, 25.89
81.29, 463, 1317.26, 4.00, 18, 129, 0.00, 2.71, 53.69
83.34, 403, 1317.40, 4.00, 13, 135, 0.00, 6.91, 70.89
86.32, 319, 1057.86, 2.00, 10, 176, 0.00, 5.08, 59.03
91.47, 202, 1079.08, 1.00, 5, 197, 0.00, 0.00, 0.00
88.04, 295, 1132.93, 2.00, 6, 168, 0.00, 7.67, 74.00
83.68, 414, 972.25, 4.00, 7, 180, 0.00, 7.86, 61.95
